source_text,target_text
"Then it wasnt very civil of you to offer it, said Alice angrily.",Summarize this paragraph.
"It wasnt very civil of you to sit down without being invited, said
the March Hare.",Summarize this paragraph.
"I didnt know it was _your_ table, said Alice its laid for a great
many more than three.",Summarize this paragraph.
"Your hair wants cutting, said the Hatter. He had been looking at
Alice for some time with great curiosity, and this was his first
speech.",Summarize this paragraph.
"You should learn not to make personal remarks, Alice said with some
severity its very rude.",Summarize this paragraph.
"The Hatter opened his eyes very wide on hearing this but all he _said_
was, Why is a raven like a writing-desk?",Summarize this paragraph.
"Come, we shall have some fun now! thought Alice. Im glad theyve
begun asking riddles.I believe I can guess that, she added aloud.",Summarize this paragraph.
"Do you mean that you think you can find out the answer to it? said
the March Hare.",Summarize this paragraph.
"Exactly so, said Alice.",Summarize this paragraph.
"Then you should say what you mean, the March Hare went on.",Summarize this paragraph.
"I do, Alice hastily replied at leastat least I mean what I
saythats the same thing, you know.",Summarize this paragraph.
"Not the same thing a bit! said the Hatter. You might just as well
say that I see what I eat is the same thing as I eat what I see!",Summarize this paragraph.
"You might just as well say, added the March Hare, that I like what
I get is the same thing as I get what I like!",Summarize this paragraph.
"You might just as well say, added the Dormouse, who seemed to be
talking in his sleep, that I breathe when I sleep is the same thing
as I sleep when I breathe!",Summarize this paragraph.
"It _is_ the same thing with you, said the Hatter, and here the
conversation dropped, and the party sat silent for a minute, while
Alice thought over all she could remember about ravens and
writing-desks, which wasnt much.",Summarize this paragraph.
"The Hatter was the first to break the silence. What day of the month
is it? he said, turning to Alice he had taken his watch out of his
pocket, and was looking at it uneasily, shaking it every now and then,
and holding it to his ear.",Summarize this paragraph.
"Alice considered a little, and then said The fourth.",Summarize this paragraph.
"Two days wrong! sighed the Hatter. I told you butter wouldnt suit
the works! he added looking angrily at the March Hare.",Summarize this paragraph.
"It was the _best_ butter, the March Hare meekly replied.",Summarize this paragraph.
"Yes, but some crumbs must have got in as well, the Hatter grumbled
you shouldnt have put it in with the bread-knife.",Summarize this paragraph.
"The March Hare took the watch and looked at it gloomily then he dipped
it into his cup of tea, and looked at it again but he could think of
nothing better to say than his first remark, It was the _best_ butter,
you know.",Summarize this paragraph.
"Alice had been looking over his shoulder with some curiosity. What a
funny watch! she remarked. It tells the day of the month, and doesnt
tell what oclock it is!",Summarize this paragraph.
"Why should it? muttered the Hatter. Does _your_ watch tell you what
year it is?",Summarize this paragraph.
"Of course not, Alice replied very readily but thats because it
stays the same year for such a long time together.",Summarize this paragraph.
"Which is just the case with _mine_, said the Hatter.",Summarize this paragraph.
"Alice felt dreadfully puzzled. The Hatters remark seemed to have no
sort of meaning in it, and yet it was certainly English. I dont quite
understand you, she said, as politely as she could.",Summarize this paragraph.
"The Dormouse is asleep again, said the Hatter, and he poured a little
hot tea upon its nose.",Summarize this paragraph.
"The Dormouse shook its head impatiently, and said, without opening its
eyes, Of course, of course just what I was going to remark myself.",Summarize this paragraph.
"Have you guessed the riddle yet? the Hatter said, turning to Alice
again.",Summarize this paragraph.
"No, I give it up, Alice replied whats the answer?",Summarize this paragraph.
"I havent the slightest idea, said the Hatter.",Summarize this paragraph.
"Nor I, said the March Hare.",Summarize this paragraph.
"Alice sighed wearily. I think you might do something better with the
time, she said, than waste it in asking riddles that have no
answers.",Summarize this paragraph.
"If you knew Time as well as I do, said the Hatter, you wouldnt talk
about wasting _it_. Its _him_.",Summarize this paragraph.
"I dont know what you mean, said Alice.",Summarize this paragraph.
"Of course you dont! the Hatter said, tossing his head
contemptuously. I dare say you never even spoke to Time!",Summarize this paragraph.
"Perhaps not, Alice cautiously replied but I know I have to beat
time when I learn music.",Summarize this paragraph.
"Ah! that accounts for it, said the Hatter. He wont stand beating.
Now, if you only kept on good terms with him, hed do almost anything
you liked with the clock. For instance, suppose it were nine oclock in
the morning, just time to begin lessons youd only have to whisper a
hint to Time, and round goes the clock in a twinkling! Half-past one,
time for dinner!",Summarize this paragraph.
"I only wish it was, the March Hare said to itself in a whisper.",Summarize this paragraph.
"That would be grand, certainly, said Alice thoughtfully but thenI
shouldnt be hungry for it, you know.",Summarize this paragraph.
"Not at first, perhaps, said the Hatter but you could keep it to
half-past one as long as you liked.",Summarize this paragraph.
Is that the way _you_ manage? Alice asked.,Summarize this paragraph.
"The Hatter shook his head mournfully. Not I! he replied. We
quarrelled last Marchjust before _he_ went mad, you know pointing
with his tea spoon at the March Hare, it was at the great concert
given by the Queen of Hearts, and I had to sing",Summarize this paragraph.
"Twinkle, twinkle, little bat!
How I wonder what youre at!",Summarize this paragraph.
"You know the song, perhaps?",Summarize this paragraph.
"Ive heard something like it, said Alice.",Summarize this paragraph.
"It goes on, you know, the Hatter continued, in this way",Summarize this paragraph.
"Up above the world you fly,
Like a tea-tray in the sky.
                    Twinkle, twinkle",Summarize this paragraph.
"Here the Dormouse shook itself, and began singing in its sleep
_Twinkle, twinkle, twinkle, twinkle_ and went on so long that they
had to pinch it to make it stop.",Summarize this paragraph.
"Well, Id hardly finished the first verse, said the Hatter, when the
Queen jumped up and bawled out, Hes murdering the time! Off with his
head!",Summarize this paragraph.
How dreadfully savage! exclaimed Alice.,Summarize this paragraph.
"And ever since that, the Hatter went on in a mournful tone, he wont
do a thing I ask! Its always six oclock now.",Summarize this paragraph.
"A bright idea came into Alices head. Is that the reason so many
tea-things are put out here? she asked.",Summarize this paragraph.
"Yes, thats it, said the Hatter with a sigh its always tea-time,
and weve no time to wash the things between whiles.",Summarize this paragraph.
"Then you keep moving round, I suppose? said Alice.",Summarize this paragraph.
"Exactly so, said the Hatter as the things get used up.",Summarize this paragraph.
"But what happens when you come to the beginning again? Alice ventured
to ask.",Summarize this paragraph.
"Suppose we change the subject, the March Hare interrupted, yawning.
Im getting tired of this. I vote the young lady tells us a story.",Summarize this paragraph.
"Im afraid I dont know one, said Alice, rather alarmed at the
proposal.",Summarize this paragraph.
"Then the Dormouse shall! they both cried. Wake up, Dormouse! And
they pinched it on both sides at once.",Summarize this paragraph.
"The Dormouse slowly opened his eyes. I wasnt asleep, he said in a
hoarse, feeble voice I heard every word you fellows were saying.",Summarize this paragraph.
Tell us a story! said the March Hare.,Summarize this paragraph.
"Yes, please do! pleaded Alice.",Summarize this paragraph.
"And be quick about it, added the Hatter, or youll be asleep again
before its done.",Summarize this paragraph.
"Once upon a time there were three little sisters, the Dormouse began
in a great hurry and their names were Elsie, Lacie, and Tillie and
they lived at the bottom of a well",Summarize this paragraph.
"What did they live on? said Alice, who always took a great interest
in questions of eating and drinking.",Summarize this paragraph.
"They lived on treacle, said the Dormouse, after thinking a minute or
two.",Summarize this paragraph.
"They couldnt have done that, you know, Alice gently remarked
theyd have been ill.",Summarize this paragraph.
"So they were, said the Dormouse _very_ ill.",Summarize this paragraph.
"Alice tried to fancy to herself what such an extraordinary ways of
living would be like, but it puzzled her too much, so she went on But
why did they live at the bottom of a well?",Summarize this paragraph.
"Take some more tea, the March Hare said to Alice, very earnestly.",Summarize this paragraph.
"Ive had nothing yet, Alice replied in an offended tone, so I cant
take more.",Summarize this paragraph.
"You mean you cant take _less_, said the Hatter its very easy to
take _more_ than nothing.",Summarize this paragraph.
"Nobody asked _your_ opinion, said Alice.",Summarize this paragraph.
Whos making personal remarks now? the Hatter asked triumphantly.,Summarize this paragraph.
"Alice did not quite know what to say to this so she helped herself to
some tea and bread-and-butter, and then turned to the Dormouse, and
repeated her question. Why did they live at the bottom of a well?",Summarize this paragraph.
"The Dormouse again took a minute or two to think about it, and then
said, It was a treacle-well.",Summarize this paragraph.
"Theres no such thing! Alice was beginning very angrily, but the
Hatter and the March Hare went Sh! sh! and the Dormouse sulkily
remarked, If you cant be civil, youd better finish the story for
yourself.",Summarize this paragraph.
"No, please go on! Alice said very humbly I wont interrupt again. I
dare say there may be _one_.",Summarize this paragraph.
"One, indeed! said the Dormouse indignantly. However, he consented to
go on. And so these three little sistersthey were learning to draw,
you know",Summarize this paragraph.
"What did they draw? said Alice, quite forgetting her promise.",Summarize this paragraph.
"Treacle, said the Dormouse, without considering at all this time.",Summarize this paragraph.
"I want a clean cup, interrupted the Hatter lets all move one place
on.",Summarize this paragraph.
"He moved on as he spoke, and the Dormouse followed him the March Hare
moved into the Dormouses place, and Alice rather unwillingly took the
place of the March Hare. The Hatter was the only one who got any
advantage from the change and Alice was a good deal worse off than
before, as the March Hare had just upset the milk-jug into his plate.",Summarize this paragraph.
"Alice did not wish to offend the Dormouse again, so she began very
cautiously But I dont understand. Where did they draw the treacle
from?",Summarize this paragraph.
"You can draw water out of a water-well, said the Hatter so I should
think you could draw treacle out of a treacle-welleh, stupid?",Summarize this paragraph.
"But they were _in_ the well, Alice said to the Dormouse, not choosing
to notice this last remark.",Summarize this paragraph.
"Of course they were, said the Dormouse well in.",Summarize this paragraph.
"This answer so confused poor Alice, that she let the Dormouse go on for
some time without interrupting it.",Summarize this paragraph.
"They were learning to draw, the Dormouse went on, yawning and rubbing
its eyes, for it was getting very sleepy and they drew all manner of
thingseverything that begins with an M",Summarize this paragraph.
Why with an M? said Alice.,Summarize this paragraph.
Why not? said the March Hare.,Summarize this paragraph.
Alice was silent.,Summarize this paragraph.
"The Dormouse had closed its eyes by this time, and was going off into a
doze but, on being pinched by the Hatter, it woke up again with a
little shriek, and went on that begins with an M, such as
mouse-traps, and the moon, and memory, and muchnessyou know you say
things are much of a muchnessdid you ever see such a thing as a
drawing of a muchness?",Summarize this paragraph.
"Really, now you ask me, said Alice, very much confused, I dont
think",Summarize this paragraph.
"Then you shouldnt talk, said the Hatter.",Summarize this paragraph.
"This piece of rudeness was more than Alice could bear she got up in
great disgust, and walked off the Dormouse fell asleep instantly, and
neither of the others took the least notice of her going, though she
looked back once or twice, half hoping that they would call after her
the last time she saw them, they were trying to put the Dormouse into
the teapot.",Summarize this paragraph.
"At any rate Ill never go _there_ again! said Alice as she picked her
way through the wood. Its the stupidest tea-party I ever was at in
all my life!",Summarize this paragraph.
"Just as she said this, she noticed that one of the trees had a door
leading right into it. Thats very curious! she thought. But
everythings curious today. I think I may as well go in at once. And
in she went.",Summarize this paragraph.
"Once more she found herself in the long hall, and close to the little
glass table. Now, Ill manage better this time, she said to herself,
and began by taking the little golden key, and unlocking the door that
led into the garden. Then she went to work nibbling at the mushroom
she had kept a piece of it in her pocket till she was about a foot
high then she walked down the little passage and _then_she found
herself at last in the beautiful garden, among the bright flower-beds
and the cool fountains.",Summarize this paragraph.
"A large rose-tree stood near the entrance of the garden the roses
growing on it were white, but there were three gardeners at it, busily
painting them red. Alice thought this a very curious thing, and she
went nearer to watch them, and just as she came up to them she heard
one of them say, Look out now, Five! Dont go splashing paint over me
like that!",Summarize this paragraph.
"I couldnt help it, said Five, in a sulky tone Seven jogged my
elbow.",Summarize this paragraph.
"On which Seven looked up and said, Thats right, Five! Always lay the
blame on others!",Summarize this paragraph.
"_Youd_ better not talk! said Five. I heard the Queen say only
yesterday you deserved to be beheaded!",Summarize this paragraph.
What for? said the one who had spoken first.,Summarize this paragraph.
"Thats none of _your_ business, Two! said Seven.",Summarize this paragraph.
"Yes, it _is_ his business! said Five, and Ill tell himit was for
bringing the cook tulip-roots instead of onions.",Summarize this paragraph.
"Seven flung down his brush, and had just begun Well, of all the unjust
things when his eye chanced to fall upon Alice, as she stood watching
them, and he checked himself suddenly the others looked round also,
and all of them bowed low.",Summarize this paragraph.
"Would you tell me, said Alice, a little timidly, why you are
painting those roses?",Summarize this paragraph.
"Five and Seven said nothing, but looked at Two. Two began in a low
voice, Why the fact is, you see, Miss, this here ought to have been a
_red_ rose-tree, and we put a white one in by mistake and if the Queen
was to find it out, we should all have our heads cut off, you know. So
you see, Miss, were doing our best, afore she comes, to At this
moment Five, who had been anxiously looking across the garden, called
out The Queen! The Queen! and the three gardeners instantly threw
themselves flat upon their faces. There was a sound of many footsteps,
and Alice looked round, eager to see the Queen.",Summarize this paragraph.
"First came ten soldiers carrying clubs these were all shaped like the
three gardeners, oblong and flat, with their hands and feet at the
corners next the ten courtiers these were ornamented all over with
diamonds, and walked two and two, as the soldiers did. After these came
the royal children there were ten of them, and the little dears came
jumping merrily along hand in hand, in couples they were all
ornamented with hearts. Next came the guests, mostly Kings and Queens,
and among them Alice recognised the White Rabbit it was talking in a
hurried nervous manner, smiling at everything that was said, and went
by without noticing her. Then followed the Knave of Hearts, carrying
the Kings crown on a crimson velvet cushion and, last of all this
grand procession, came THE KING AND QUEEN OF HEARTS.",Summarize this paragraph.
"Alice was rather doubtful whether she ought not to lie down on her face
like the three gardeners, but she could not remember ever having heard
of such a rule at processions and besides, what would be the use of a
procession, thought she, if people had all to lie down upon their
faces, so that they couldnt see it? So she stood still where she was,
and waited.",Summarize this paragraph.
"When the procession came opposite to Alice, they all stopped and looked
at her, and the Queen said severely Who is this? She said it to the
Knave of Hearts, who only bowed and smiled in reply.",Summarize this paragraph.
"Idiot! said the Queen, tossing her head impatiently and, turning to
Alice, she went on, Whats your name, child?",Summarize this paragraph.
"My name is Alice, so please your Majesty, said Alice very politely
but she added, to herself, Why, theyre only a pack of cards, after
all. I neednt be afraid of them!",Summarize this paragraph.
"And who are _these?_ said the Queen, pointing to the three gardeners
who were lying round the rose-tree for, you see, as they were lying on
their faces, and the pattern on their backs was the same as the rest of
the pack, she could not tell whether they were gardeners, or soldiers,
or courtiers, or three of her own children.",Summarize this paragraph.
"How should _I_ know? said Alice, surprised at her own courage. Its
no business of _mine_.",Summarize this paragraph.
"The Queen turned crimson with fury, and, after glaring at her for a
moment like a wild beast, screamed Off with her head! Off",Summarize this paragraph.
"Nonsense! said Alice, very loudly and decidedly, and the Queen was
silent.",Summarize this paragraph.
"The King laid his hand upon her arm, and timidly said Consider, my
dear she is only a child!",Summarize this paragraph.
"The Queen turned angrily away from him, and said to the Knave Turn
them over!",Summarize this paragraph.
"The Knave did so, very carefully, with one foot.",Summarize this paragraph.
"Get up! said the Queen, in a shrill, loud voice, and the three
gardeners instantly jumped up, and began bowing to the King, the Queen,
the royal children, and everybody else.",Summarize this paragraph.
"Leave off that! screamed the Queen. You make me giddy. And then,
turning to the rose-tree, she went on, What _have_ you been doing
here?",Summarize this paragraph.
"May it please your Majesty, said Two, in a very humble tone, going
down on one knee as he spoke, we were trying",Summarize this paragraph.
"_I_ see! said the Queen, who had meanwhile been examining the roses.
Off with their heads! and the procession moved on, three of the
soldiers remaining behind to execute the unfortunate gardeners, who ran
to Alice for protection.",Summarize this paragraph.
"You shant be beheaded! said Alice, and she put them into a large
flower-pot that stood near. The three soldiers wandered about for a
minute or two, looking for them, and then quietly marched off after the
others.",Summarize this paragraph.
Are their heads off? shouted the Queen.,Summarize this paragraph.
"Their heads are gone, if it please your Majesty! the soldiers shouted
in reply.",Summarize this paragraph.
Thats right! shouted the Queen. Can you play croquet?,Summarize this paragraph.
"The soldiers were silent, and looked at Alice, as the question was
evidently meant for her.",Summarize this paragraph.
Yes! shouted Alice.,Summarize this paragraph.
"Come on, then! roared the Queen, and Alice joined the procession,
wondering very much what would happen next.",Summarize this paragraph.
"Itsits a very fine day! said a timid voice at her side. She was
walking by the White Rabbit, who was peeping anxiously into her face.",Summarize this paragraph.
"Very, said Alice wheres the Duchess?",Summarize this paragraph.
"Hush! Hush! said the Rabbit in a low, hurried tone. He looked
anxiously over his shoulder as he spoke, and then raised himself upon
tiptoe, put his mouth close to her ear, and whispered Shes under
sentence of execution.",Summarize this paragraph.
What for? said Alice.,Summarize this paragraph.
Did you say What a pity!? the Rabbit asked.,Summarize this paragraph.
"No, I didnt, said Alice I dont think its at all a pity. I said
What for?",Summarize this paragraph.
"She boxed the Queens ears the Rabbit began. Alice gave a little
scream of laughter. Oh, hush! the Rabbit whispered in a frightened
tone. The Queen will hear you! You see, she came rather late, and the
Queen said",Summarize this paragraph.
"Get to your places! shouted the Queen in a voice of thunder, and
people began running about in all directions, tumbling up against each
other however, they got settled down in a minute or two, and the game
began. Alice thought she had never seen such a curious croquet-ground
in her life it was all ridges and furrows the balls were live
hedgehogs, the mallets live flamingoes, and the soldiers had to double
themselves up and to stand on their hands and feet, to make the arches.",Summarize this paragraph.
"The chief difficulty Alice found at first was in managing her flamingo
she succeeded in getting its body tucked away, comfortably enough,
under her arm, with its legs hanging down, but generally, just as she
had got its neck nicely straightened out, and was going to give the
hedgehog a blow with its head, it _would_ twist itself round and look
up in her face, with such a puzzled expression that she could not help
bursting out laughing and when she had got its head down, and was
going to begin again, it was very provoking to find that the hedgehog
had unrolled itself, and was in the act of crawling away besides all
this, there was generally a ridge or furrow in the way wherever she
wanted to send the hedgehog to, and, as the doubled-up soldiers were
always getting up and walking off to other parts of the ground, Alice
soon came to the conclusion that it was a very difficult game indeed.",Summarize this paragraph.
"The players all played at once without waiting for turns, quarrelling
all the while, and fighting for the hedgehogs and in a very short time
the Queen was in a furious passion, and went stamping about, and
shouting Off with his head! or Off with her head! about once in a
minute.",Summarize this paragraph.
"Alice began to feel very uneasy to be sure, she had not as yet had any
dispute with the Queen, but she knew that it might happen any minute,
and then, thought she, what would become of me? Theyre dreadfully
fond of beheading people here the great wonder is, that theres any
one left alive!",Summarize this paragraph.
"She was looking about for some way of escape, and wondering whether she
could get away without being seen, when she noticed a curious
appearance in the air it puzzled her very much at first, but, after
watching it a minute or two, she made it out to be a grin, and she said
to herself Its the Cheshire Cat now I shall have somebody to talk
to.",Summarize this paragraph.
"How are you getting on? said the Cat, as soon as there was mouth
enough for it to speak with.",Summarize this paragraph.
"Alice waited till the eyes appeared, and then nodded. Its no use
speaking to it, she thought, till its ears have come, or at least one
of them. In another minute the whole head appeared, and then Alice put
down her flamingo, and began an account of the game, feeling very glad
she had someone to listen to her. The Cat seemed to think that there
was enough of it now in sight, and no more of it appeared.",Summarize this paragraph.
"I dont think they play at all fairly, Alice began, in rather a
complaining tone, and they all quarrel so dreadfully one cant hear
oneself speakand they dont seem to have any rules in particular at
least, if there are, nobody attends to themand youve no idea how
confusing it is all the things being alive for instance, theres the
arch Ive got to go through next walking about at the other end of the
groundand I should have croqueted the Queens hedgehog just now, only
it ran away when it saw mine coming!",Summarize this paragraph.
How do you like the Queen? said the Cat in a low voice.,Summarize this paragraph.
"Not at all, said Alice shes so extremely Just then she noticed
that the Queen was close behind her, listening so she went on,
likely to win, that its hardly worth while finishing the game.",Summarize this paragraph.
The Queen smiled and passed on.,Summarize this paragraph.
"Who _are_ you talking to? said the King, going up to Alice, and
looking at the Cats head with great curiosity.",Summarize this paragraph.
"Its a friend of minea Cheshire Cat, said Alice allow me to
introduce it.",Summarize this paragraph.
"I dont like the look of it at all, said the King however, it may
kiss my hand if it likes.",Summarize this paragraph.
"Id rather not, the Cat remarked.",Summarize this paragraph.
"Dont be impertinent, said the King, and dont look at me like
that! He got behind Alice as he spoke.",Summarize this paragraph.
"A cat may look at a king, said Alice. Ive read that in some book,
but I dont remember where.",Summarize this paragraph.
"Well, it must be removed, said the King very decidedly, and he called
the Queen, who was passing at the moment, My dear! I wish you would
have this cat removed!",Summarize this paragraph.
"The Queen had only one way of settling all difficulties, great or
small. Off with his head! she said, without even looking round.",Summarize this paragraph.
"Ill fetch the executioner myself, said the King eagerly, and he
hurried off.",Summarize this paragraph.
"Alice thought she might as well go back, and see how the game was going
on, as she heard the Queens voice in the distance, screaming with
passion. She had already heard her sentence three of the players to be
executed for having missed their turns, and she did not like the look
of things at all, as the game was in such confusion that she never knew
whether it was her turn or not. So she went in search of her hedgehog.",Summarize this paragraph.
"The hedgehog was engaged in a fight with another hedgehog, which seemed
to Alice an excellent opportunity for croqueting one of them with the
other the only difficulty was, that her flamingo was gone across to
the other side of the garden, where Alice could see it trying in a
helpless sort of way to fly up into a tree.",Summarize this paragraph.
"By the time she had caught the flamingo and brought it back, the fight
was over, and both the hedgehogs were out of sight but it doesnt
matter much, thought Alice, as all the arches are gone from this side
of the ground. So she tucked it away under her arm, that it might not
escape again, and went back for a little more conversation with her
friend.",Summarize this paragraph.
"When she got back to the Cheshire Cat, she was surprised to find quite
a large crowd collected round it there was a dispute going on between
the executioner, the King, and the Queen, who were all talking at once,
while all the rest were quite silent, and looked very uncomfortable.",Summarize this paragraph.
"The moment Alice appeared, she was appealed to by all three to settle
the question, and they repeated their arguments to her, though, as they
all spoke at once, she found it very hard indeed to make out exactly
what they said.",Summarize this paragraph.
"The executioners argument was, that you couldnt cut off a head unless
there was a body to cut it off from that he had never had to do such a
thing before, and he wasnt going to begin at _his_ time of life.",Summarize this paragraph.
"The Kings argument was, that anything that had a head could be
beheaded, and that you werent to talk nonsense.",Summarize this paragraph.
"The Queens argument was, that if something wasnt done about it in
less than no time shed have everybody executed, all round. It was
this last remark that had made the whole party look so grave and
anxious.",Summarize this paragraph.
"Alice could think of nothing else to say but It belongs to the
Duchess youd better ask _her_ about it.",Summarize this paragraph.
"Shes in prison, the Queen said to the executioner fetch her here.
And the executioner went off like an arrow.",Summarize this paragraph.
"The Cats head began fading away the moment he was gone, and, by the
time he had come back with the Duchess, it had entirely disappeared so
the King and the executioner ran wildly up and down looking for it,
while the rest of the party went back to the game.",Summarize this paragraph.
"You cant think how glad I am to see you again, you dear old thing!
said the Duchess, as she tucked her arm affectionately into Alices,
and they walked off together.",Summarize this paragraph.
"Alice was very glad to find her in such a pleasant temper, and thought
to herself that perhaps it was only the pepper that had made her so
savage when they met in the kitchen.",Summarize this paragraph.
"When _Im_ a Duchess, she said to herself, not in a very hopeful
tone though, I wont have any pepper in my kitchen _at all_. Soup
does very well withoutMaybe its always pepper that makes people
hot-tempered, she went on, very much pleased at having found out a new
kind of rule, and vinegar that makes them sourand camomile that makes
them bitterandand barley-sugar and such things that make children
sweet-tempered. I only wish people knew _that_ then they wouldnt be
so stingy about it, you know",Summarize this paragraph.
"She had quite forgotten the Duchess by this time, and was a little
startled when she heard her voice close to her ear. Youre thinking
about something, my dear, and that makes you forget to talk. I cant
tell you just now what the moral of that is, but I shall remember it in
a bit.",Summarize this paragraph.
"Perhaps it hasnt one, Alice ventured to remark.",Summarize this paragraph.
"Tut, tut, child! said the Duchess. Everythings got a moral, if only
you can find it. And she squeezed herself up closer to Alices side as
she spoke.",Summarize this paragraph.
"Alice did not much like keeping so close to her first, because the
Duchess was _very_ ugly and secondly, because she was exactly the
right height to rest her chin upon Alices shoulder, and it was an
uncomfortably sharp chin. However, she did not like to be rude, so she
bore it as well as she could.",Summarize this paragraph.
"The games going on rather better now, she said, by way of keeping up
the conversation a little.",Summarize this paragraph.
"Tis so, said the Duchess and the moral of that isOh, tis love,
tis love, that makes the world go round!",Summarize this paragraph.
"Somebody said, Alice whispered, that its done by everybody minding
their own business!",Summarize this paragraph.
"Ah, well! It means much the same thing, said the Duchess, digging her
sharp little chin into Alices shoulder as she added, and the moral of
_that_ isTake care of the sense, and the sounds will take care of
themselves.",Summarize this paragraph.
"How fond she is of finding morals in things! Alice thought to
herself.",Summarize this paragraph.
"I dare say youre wondering why I dont put my arm round your waist,
the Duchess said after a pause the reason is, that Im doubtful about
the temper of your flamingo. Shall I try the experiment?",Summarize this paragraph.
"He might bite, Alice cautiously replied, not feeling at all anxious
to have the experiment tried.",Summarize this paragraph.
"Very true, said the Duchess flamingoes and mustard both bite. And
the moral of that isBirds of a feather flock together.",Summarize this paragraph.
"Only mustard isnt a bird, Alice remarked.",Summarize this paragraph.
"Right, as usual, said the Duchess what a clear way you have of
putting things!",Summarize this paragraph.
"Its a mineral, I _think_, said Alice.",Summarize this paragraph.
"Of course it is, said the Duchess, who seemed ready to agree to
everything that Alice said theres a large mustard-mine near here.
And the moral of that isThe more there is of mine, the less there is
of yours.",Summarize this paragraph.
"Oh, I know! exclaimed Alice, who had not attended to this last
remark, its a vegetable. It doesnt look like one, but it is.",Summarize this paragraph.
"I quite agree with you, said the Duchess and the moral of that
isBe what you would seem to beor if youd like it put more
simplyNever imagine yourself not to be otherwise than what it might
appear to others that what you were or might have been was not
otherwise than what you had been would have appeared to them to be
otherwise.",Summarize this paragraph.
"I think I should understand that better, Alice said very politely,
if I had it written down but I cant quite follow it as you say it.",Summarize this paragraph.
"Thats nothing to what I could say if I chose, the Duchess replied,
in a pleased tone.",Summarize this paragraph.
"Pray dont trouble yourself to say it any longer than that, said
Alice.",Summarize this paragraph.
"Oh, dont talk about trouble! said the Duchess. I make you a present
of everything Ive said as yet.",Summarize this paragraph.
"A cheap sort of present! thought Alice. Im glad they dont give
birthday presents like that! But she did not venture to say it out
loud.",Summarize this paragraph.
"Thinking again? the Duchess asked, with another dig of her sharp
little chin.",Summarize this paragraph.
"Ive a right to think, said Alice sharply, for she was beginning to
feel a little worried.",Summarize this paragraph.
"Just about as much right, said the Duchess, as pigs have to fly and
the m",Summarize this paragraph.
"But here, to Alices great surprise, the Duchesss voice died away,
even in the middle of her favourite word moral, and the arm that was
linked into hers began to tremble. Alice looked up, and there stood the
Queen in front of them, with her arms folded, frowning like a
thunderstorm.",Summarize this paragraph.
"A fine day, your Majesty! the Duchess began in a low, weak voice.",Summarize this paragraph.
"Now, I give you fair warning, shouted the Queen, stamping on the
ground as she spoke either you or your head must be off, and that in
about half no time! Take your choice!",Summarize this paragraph.
"The Duchess took her choice, and was gone in a moment.",Summarize this paragraph.
"Lets go on with the game, the Queen said to Alice and Alice was too
much frightened to say a word, but slowly followed her back to the
croquet-ground.",Summarize this paragraph.
"The other guests had taken advantage of the Queens absence, and were
resting in the shade however, the moment they saw her, they hurried
back to the game, the Queen merely remarking that a moments delay
would cost them their lives.",Summarize this paragraph.
"All the time they were playing the Queen never left off quarrelling
with the other players, and shouting Off with his head! or Off with
her head! Those whom she sentenced were taken into custody by the
soldiers, who of course had to leave off being arches to do this, so
that by the end of half an hour or so there were no arches left, and
all the players, except the King, the Queen, and Alice, were in custody
and under sentence of execution.",Summarize this paragraph.
"Then the Queen left off, quite out of breath, and said to Alice, Have
you seen the Mock Turtle yet?",Summarize this paragraph.
"No, said Alice. I dont even know what a Mock Turtle is.",Summarize this paragraph.
"Its the thing Mock Turtle Soup is made from, said the Queen.",Summarize this paragraph.
"I never saw one, or heard of one, said Alice.",Summarize this paragraph.
"Come on, then, said the Queen, and he shall tell you his history,",Summarize this paragraph.
"As they walked off together, Alice heard the King say in a low voice,
to the company generally, You are all pardoned. Come, _thats_ a
good thing! she said to herself, for she had felt quite unhappy at the
number of executions the Queen had ordered.",Summarize this paragraph.
"They very soon came upon a Gryphon, lying fast asleep in the sun. If
you dont know what a Gryphon is, look at the picture. Up, lazy
thing! said the Queen, and take this young lady to see the Mock
Turtle, and to hear his history. I must go back and see after some
executions I have ordered and she walked off, leaving Alice alone
with the Gryphon. Alice did not quite like the look of the creature,
but on the whole she thought it would be quite as safe to stay with it
as to go after that savage Queen so she waited.",Summarize this paragraph.
"The Gryphon sat up and rubbed its eyes then it watched the Queen till
she was out of sight then it chuckled. What fun! said the Gryphon,
half to itself, half to Alice.",Summarize this paragraph.
What _is_ the fun? said Alice.,Summarize this paragraph.
"Why, _she_, said the Gryphon. Its all her fancy, that they never
executes nobody, you know. Come on!",Summarize this paragraph.
"Everybody says come on! here, thought Alice, as she went slowly
after it I never was so ordered about in all my life, never!",Summarize this paragraph.
"They had not gone far before they saw the Mock Turtle in the distance,
sitting sad and lonely on a little ledge of rock, and, as they came
nearer, Alice could hear him sighing as if his heart would break. She
pitied him deeply. What is his sorrow? she asked the Gryphon, and the
Gryphon answered, very nearly in the same words as before, Its all
his fancy, that he hasnt got no sorrow, you know. Come on!",Summarize this paragraph.
"So they went up to the Mock Turtle, who looked at them with large eyes
full of tears, but said nothing.",Summarize this paragraph.
"This here young lady, said the Gryphon, she wants for to know your
history, she do.",Summarize this paragraph.
"Ill tell it her, said the Mock Turtle in a deep, hollow tone sit
down, both of you, and dont speak a word till Ive finished.",Summarize this paragraph.
